"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"三つ","みっつ","num","세 개","meaning_to_japanese","2"
"三つ","みっつ","num","세 개","japanese_to_meaning","2"
"見つける","みつける","v","찾다","reading","3"
"見つける","みつける","v","찾다","meaning_to_japanese","3"
"見つける","みつける","v","찾다","japanese_to_meaning","3"
"見つかる","みつかる","v","찾아지다","reading","3"
"見つかる","みつかる","v","찾아지다","meaning_to_japanese","3"
"見つかる","みつかる","v","찾아지다","japanese_to_meaning","3"
"緑","みどり","n","초록색","reading","1"
"緑","みどり","n","초록색","meaning_to_japanese","1"
"緑","みどり","n","초록색","japanese_to_meaning","1"
"皆","みな","pron","모두","reading","2"
"皆","みな","pron","모두","meaning_to_japanese","2"
"皆","みな","pron","모두","japanese_to_meaning","2"
"皆さん","みなさん","pron","여러분","reading","2"
"皆さん","みなさん","pron","여러분","meaning_to_japanese","2"
"皆さん","みなさん","pron","여러분","japanese_to_meaning","2"
"南","みなみ","n","남쪽","reading","1"
"南","みなみ","n","남쪽","meaning_to_japanese","1"
"南","みなみ","n","남쪽","japanese_to_meaning","1"
"耳","みみ","n","귀","reading","1"
"耳","みみ","n","귀","meaning_to_japanese","1"
"耳","みみ","n","귀","japanese_to_meaning","1"
"見る","みる","v","보다","reading","2"
"見る","みる","v","보다","meaning_to_japanese","2"
"見る","みる","v","보다","japanese_to_meaning","2"
"民族","みんぞく","n","민족","reading","2"
"民族","みんぞく","n","민족","meaning_to_japanese","2"
"民族","みんぞく","n","민족","japanese_to_meaning","2"
"向こう","むこう","n","저쪽","reading","2"
"向こう","むこう","n","저쪽","meaning_to_japanese","2"
"向こう","むこう","n","저쪽","japanese_to_meaning","2"
"迎える","むかえる","v","맞이하다","reading","3"
"迎える","むかえる","v","맞이하다","meaning_to_japanese","3"
"迎える","むかえる","v","맞이하다","japanese_to_meaning","3"
"昔","むかし","n","옛날","reading","1"
"昔","むかし","n","옛날","meaning_to_japanese","1"
"昔","むかし","n","옛날","japanese_to_meaning","1"
"虫","むし","n","벌레","reading","1"
"虫","むし","n","벌레","meaning_to_japanese","1"
"虫","むし","n","벌레","japanese_to_meaning","1"
"息子","むすこ","n","아들","reading","2"
"息子","むすこ","n","아들","meaning_to_japanese","2"
"息子","むすこ","n","아들","japanese_to_meaning","2"
"娘","むすめ","n","딸","reading","1"
"娘","むすめ","n","딸","meaning_to_japanese","1"
"娘","むすめ","n","딸","japanese_to_meaning","1"
"結ぶ","むすぶ","v","묶다","reading","2"
"結ぶ","むすぶ","v","묶다","meaning_to_japanese","2"
"結ぶ","むすぶ","v","묶다","japanese_to_meaning","2"
"難しい","むずかしい","i-adj","어렵다","reading","2"
"難しい","むずかしい","i-adj","어렵다","meaning_to_japanese","2"
"難しい","むずかしい","i-adj","어렵다","japanese_to_meaning","2"
"無駄","むだ","na-adj/n","무용한","reading","2"
"無駄","むだ","na-adj/n","무용한","meaning_to_japanese","2"
"無駄","むだ","na-adj/n","무용한","japanese_to_meaning","2"
"村","むら","n","마을","reading","1"
"村","むら","n","마을","meaning_to_japanese","1"
"村","むら","n","마을","japanese_to_meaning","1"
"目","め","n","눈","reading","1"
"目","め","n","눈","meaning_to_japanese","1"
"目","め","n","눈","japanese_to_meaning","1"
"恵まれる","めぐまれる","v","축복받다","reading","3"
"恵まれる","めぐまれる","v","축복받다","meaning_to_japanese","3"
"恵まれる","めぐまれる","v","축복받다","japanese_to_meaning","3"
"珍しい","めずらしい","i-adj","드물다","reading","2"
"珍しい","めずらしい","i-adj","드물다","meaning_to_japanese","2"
"珍しい","めずらしい","i-adj","드물다","japanese_to_meaning","2"
"目玉焼き","めだまやき","n","계란후라이","reading","2"
"目玉焼き","めだまやき","n","계란후라이","meaning_to_japanese","2"
"目玉焼き","めだまやき","n","계란후라이","japanese_to_meaning","2"
"面倒","めんどう","na-adj/n","귀찮은","reading","2"
"面倒","めんどう","na-adj/n","귀찮은","meaning_to_japanese","2"
"面倒","めんどう","na-adj/n","귀찮은","japanese_to_meaning","2"
"木綿","もめん","n","면","reading","2"
"木綿","もめん","n","면","meaning_to_japanese","2"
"木綿","もめん","n","면","japanese_to_meaning","2"
"もう","","adv","이미","meaning_to_japanese","2"
"もう","","adv","이미","japanese_to_meaning","2"
"申し上げる","もうしあげる","v","말씀드리다","reading","3"
"申し上げる","もうしあげる","v","말씀드리다","meaning_to_japanese","3"
"申し上げる","もうしあげる","v","말씀드리다","japanese_to_meaning","3"
"目的","もくてき","n","목적","reading","2"
"目的","もくてき","n","목적","meaning_to_japanese","2"
"目的","もくてき","n","목적","japanese_to_meaning","2"
"木曜日","もくようび","n","목요일","reading","2"
"木曜日","もくようび","n","목요일","meaning_to_japanese","2"
"木曜日","もくようび","n","목요일","japanese_to_meaning","2"
"文字","もじ","n","문자","reading","2"
"文字","もじ","n","문자","meaning_to_japanese","2"
"文字","もじ","n","문자","japanese_to_meaning","2"
"持つ","もつ","v","갖다","reading","2"
"持つ","もつ","v","갖다","meaning_to_japanese","2"
"持つ","もつ","v","갖다","japanese_to_meaning","2"
"もっと","","adv","더","meaning_to_japanese","3"
"もっと","","adv","더","japanese_to_meaning","3"
"元","もと","n","원래","reading","1"
"元","もと","n","원래","meaning_to_japanese","1"
"元","もと","n","원래","japanese_to_meaning","1"
"基づく","もとづく","v","기초하다","reading","3"
"基づく","もとづく","v","기초하다","meaning_to_japanese","3"
"基づく","もとづく","v","기초하다","japanese_to_meaning","3"
"物","もの","n","것","reading","1"
"物","もの","n","것","meaning_to_japanese","1"
"物","もの","n","것","japanese_to_meaning","1"
"門","もん","n","문","reading","1"
"門","もん","n","문","meaning_to_japanese","1"
"門","もん","n","문","japanese_to_meaning","1"
"問題","もんだい","n","문제","reading","2"
"問題","もんだい","n","문제","meaning_to_japanese","2"
"問題","もんだい","n","문제","japanese_to_meaning","2"
"約束","やくそく","n/v","약속","reading","2"
"約束","やくそく","n/v","약속","meaning_to_japanese","2"
"約束","やくそく","n/v","약속","japanese_to_meaning","2"
"役に立つ","やくにたつ","v","도움이 되다","reading","2"
"役に立つ","やくにたつ","v","도움이 되다","meaning_to_japanese","2"
"役に立つ","やくにたつ","v","도움이 되다","japanese_to_meaning","2"
"野菜","やさい","n","야채","reading","2"
"野菜","やさい","n","야채","meaning_to_japanese","2"
"野菜","やさい","n","야채","japanese_to_meaning","2"
"優しい","やさしい","i-adj","친절하다, 쉽다","reading","2"
"優しい","やさしい","i-adj","친절하다, 쉽다","meaning_to_japanese","2"
"優しい","やさしい","i-adj","친절하다, 쉽다","japanese_to_meaning","2"
"安い","やすい","i-adj","싸다","reading","2"
"安い","やすい","i-adj","싸다","meaning_to_japanese","2"
"安い","やすい","i-adj","싸다","japanese_to_meaning","2"
"休み","やすみ","n","휴식","reading","2"
"休み","やすみ","n","휴식","meaning_to_japanese","2"
"休み","やすみ","n","휴식","japanese_to_meaning","2"
"休む","やすむ","v","쉬다","reading","2"
"休む","やすむ","v","쉬다","meaning_to_japanese","2"
"休む","やすむ","v","쉬다","japanese_to_meaning","2"
"やっと","","adv","드디어","meaning_to_japanese","3"
"やっと","","adv","드디어","japanese_to_meaning","3"
"山","やま","n","산","reading","1"
"山","やま","n","산","meaning_to_japanese","1"
"山","やま","n","산","japanese_to_meaning","1"
"やめる","","v","그만두다","meaning_to_japanese","3"
"やめる","","v","그만두다","japanese_to_meaning","3"
"やる","","v","하다","meaning_to_japanese","2"
"やる","","v","하다","japanese_to_meaning","2"
"用事","ようじ","n","용무","reading","2"
"用事","ようじ","n","용무","meaning_to_japanese","2"
"用事","ようじ","n","용무","japanese_to_meaning","2"
"夕方","ゆうがた","n","저녁","reading","2"
"夕方","ゆうがた","n","저녁","meaning_to_japanese","2"
"夕方","ゆうがた","n","저녁","japanese_to_meaning","2"
"有名","ゆうめい","na-adj","유명한","reading","2"
"有名","ゆうめい","na-adj","유명한","meaning_to_japanese","2"
"有名","ゆうめい","na-adj","유명한","japanese_to_meaning","2"
"郵便局","ゆうびんきょく","n","우체국","reading","2"
"郵便局","ゆうびんきょく","n","우체국","meaning_to_japanese","2"
"郵便局","ゆうびんきょく","n","우체국","japanese_to_meaning","2"
"雪","ゆき","n","눈","reading","1"
"雪","ゆき","n","눈","meaning_to_japanese","1"
"雪","ゆき","n","눈","japanese_to_meaning","1"
"ゆっくり","","adv","천천히","meaning_to_japanese","3"
"ゆっくり","","adv","천천히","japanese_to_meaning","3"
"指","ゆび","n","손가락","reading","1"
"指","ゆび","n","손가락","meaning_to_japanese","1"
"指","ゆび","n","손가락","japanese_to_meaning","1"
"夢","ゆめ","n","꿈","reading","1"
"夢","ゆめ","n","꿈","meaning_to_japanese","1"
"夢","ゆめ","n","꿈","japanese_to_meaning","1"
"輸出","ゆしゅつ","n/v","수출","reading","2"
"輸出","ゆしゅつ","n/v","수출","meaning_to_japanese","2"
"輸出","ゆしゅつ","n/v","수출","japanese_to_meaning","2"
"輸入","ゆにゅう","n/v","수입","reading","2"
"輸入","ゆにゅう","n/v","수입","meaning_to_japanese","2"
"輸入","ゆにゅう","n/v","수입","japanese_to_meaning","2"
"洋服","ようふく","n","양복","reading","2"
"洋服","ようふく","n","양복","meaning_to_japanese","2"
"洋服","ようふく","n","양복","japanese_to_meaning","2"
"よく","","adv","잘, 자주","meaning_to_japanese","2"
"よく","","adv","잘, 자주","japanese_to_meaning","2"
"横","よこ","n","옆","reading","1"
"横","よこ","n","옆","meaning_to_japanese","1"
"横","よこ","n","옆","japanese_to_meaning","1"
"汚れる","よごれる","v","더러워지다","reading","3"
"汚れる","よごれる","v","더러워지다","meaning_to_japanese","3"
"汚れる","よごれる","v","더러워지다","japanese_to_meaning","3"
"四日","よっか","n","나흘, 4일","reading","2"
"四日","よっか","n","나흘, 4일","meaning_to_japanese","2"
"四日","よっか","n","나흘, 4일","japanese_to_meaning","2"
"四つ","よっつ","num","네 개","reading","2"
"四つ","よっつ","num","네 개","meaning_to_japanese","2"
"四つ","よっつ","num","네 개","japanese_to_meaning","2"
"呼ぶ","よぶ","v","부르다","reading","2"
"呼ぶ","よぶ","v","부르다","meaning_to_japanese","2"
"呼ぶ","よぶ","v","부르다","japanese_to_meaning","2"
"読む","よむ","v","읽다","reading","2"
"読む","よむ","v","읽다","meaning_to_japanese","2"
"読む","よむ","v","읽다","japanese_to_meaning","2"
"夜","よる","n","밤","reading","1"
"夜","よる","n","밤","meaning_to_japanese","1"
"夜","よる","n","밤","japanese_to_meaning","1"
"喜ぶ","よろこぶ","v","기뻐하다","reading","2"
"喜ぶ","よろこぶ","v","기뻐하다","meaning_to_japanese","2"
"喜ぶ","よろこぶ","v","기뻐하다","japanese_to_meaning","2"
"弱い","よわい","i-adj","약하다","reading","2"
"弱い","よわい","i-adj","약하다","meaning_to_japanese","2"
"弱い","よわい","i-adj","약하다","japanese_to_meaning","2"
"来年","らいねん","n","내년","reading","2"
"来年","らいねん","n","내년","meaning_to_japanese","2"
"来年","らいねん","n","내년","japanese_to_meaning","2"
"来月","らいげつ","n","다음 달","reading","2"
"来月","らいげつ","n","다음 달","meaning_to_japanese","2"
"来月","らいげつ","n","다음 달","japanese_to_meaning","2"
"来週","らいしゅう","n","다음 주","reading","2"
"来週","らいしゅう","n","다음 주","meaning_to_japanese","2"
"来週","らいしゅう","n","다음 주","japanese_to_meaning","2"
"ラジオ","","n","라디오","meaning_to_japanese","2"
"ラジオ","","n","라디오","japanese_to_meaning","2"
"理由","りゆう","n","이유","reading","2"
"理由","りゆう","n","이유","meaning_to_japanese","2"
"理由","りゆう","n","이유","japanese_to_meaning","2"
"利用","りよう","n/v","이용","reading","2"
"利用","りよう","n/v","이용","meaning_to_japanese","2"
"利用","りよう","n/v","이용","japanese_to_meaning","2"
"留学","りゅうがく","n/v","유학","reading","2"
"留学","りゅうがく","n/v","유학","meaning_to_japanese","2"
"留学","りゅうがく","n/v","유학","japanese_to_meaning","2"
"料理","りょうり","n/v","요리","reading","2"
"料理","りょうり","n/v","요리","meaning_to_japanese","2"
"料理","りょうり","n/v","요리","japanese_to_meaning","2"
"両親","りょうしん","n","양친","reading","2"
"両親","りょうしん","n","양친","meaning_to_japanese","2"
"両親","りょうしん","n","양친","japanese_to_meaning","2"
"旅行","りょこう","n/v","여행","reading","2"
"旅行","りょこう","n/v","여행","meaning_to_japanese","2"
"旅行","りょこう","n/v","여행","japanese_to_meaning","2"
"力","りょく","n","힘","reading","1"
"力","りょく","n","힘","meaning_to_japanese","1"
"力","りょく","n","힘","japanese_to_meaning","1"
"ルール","","n","규칙","meaning_to_japanese","2"
"ルール","","n","규칙","japanese_to_meaning","2"
"冷蔵庫","れいぞうこ","n","냉장고","reading","2"
"冷蔵庫","れいぞうこ","n","냉장고","meaning_to_japanese","2"
"冷蔵庫","れいぞうこ","n","냉장고","japanese_to_meaning","2"
"歴史","れきし","n","역사","reading","2"
"歴史","れきし","n","역사","meaning_to_japanese","2"
"歴史","れきし","n","역사","japanese_to_meaning","2"
"レストラン","","n","레스토랑","meaning_to_japanese","2"
"レストラン","","n","레스토랑","japanese_to_meaning","2"
"連絡","れんらく","n/v","연락","reading","2"
"連絡","れんらく","n/v","연락","meaning_to_japanese","2"
"連絡","れんらく","n/v","연락","japanese_to_meaning","2"
"練習","れんしゅう","n/v","연습","reading","2"
"練習","れんしゅう","n/v","연습","meaning_to_japanese","2"
"練習","れんしゅう","n/v","연습","japanese_to_meaning","2"
"廊下","ろうか","n","복도","reading","2"
"廊下","ろうか","n","복도","meaning_to_japanese","2"
"廊下","ろうか","n","복도","japanese_to_meaning","2"
"六","ろく","num","여섯","reading","2"
"六","ろく","num","여섯","meaning_to_japanese","2"
"六","ろく","num","여섯","japanese_to_meaning","2"
"ワイシャツ","","n","와이셔츠","meaning_to_japanese","2"
"ワイシャツ","","n","와이셔츠","japanese_to_meaning","2"
"若い","わかい","i-adj","젊다","reading","2"
"若い","わかい","i-adj","젊다","meaning_to_japanese","2"
"若い","わかい","i-adj","젊다","japanese_to_meaning","2"
"分かる","わかる","v","알다, 이해하다","reading","3"
"分かる","わかる","v","알다, 이해하다","meaning_to_japanese","3"
"分かる","わかる","v","알다, 이해하다","japanese_to_meaning","3"
"忘れる","わすれる","v","잊다","reading","2"
"忘れる","わすれる","v","잊다","meaning_to_japanese","2"
"忘れる","わすれる","v","잊다","japanese_to_meaning","2"
"渡る","わたる","v","건너다","reading","2"
"渡る","わたる","v","건너다","meaning_to_japanese","2"
"渡る","わたる","v","건너다","japanese_to_meaning","2"
"渡す","わたす","v","건네주다","reading","2"
"渡す","わたす","v","건네주다","meaning_to_japanese","2"
"渡す","わたす","v","건네주다","japanese_to_meaning","2"
"私","わたし","pron","나","reading","2"
"私","わたし","pron","나","meaning_to_japanese","2"
"私","わたし","pron","나","japanese_to_meaning","2"
"悪い","わるい","i-adj","나쁘다","reading","2"
"悪い","わるい","i-adj","나쁘다","meaning_to_japanese","2"
"悪い","わるい","i-adj","나쁘다","japanese_to_meaning","2"
"笑う","わらう","v","웃다","reading","2"
"笑う","わらう","v","웃다","meaning_to_japanese","2"
"笑う","わらう","v","웃다","japanese_to_meaning","2"
"われる","","v","깨지다","meaning_to_japanese","3"
"われる","","v","깨지다","japanese_to_meaning","3"
"技術","ぎじゅつ","n","기술","reading","2"
"技術","ぎじゅつ","n","기술","meaning_to_japanese","2"
"技術","ぎじゅつ","n","기술","japanese_to_meaning","2"
"規模","きぼ","n","규모","reading","2"
"規模","きぼ","n","규모","meaning_to_japanese","2"
"規模","きぼ","n","규모","japanese_to_meaning","2"
"記事","きじ","n","기사","reading","2"
"記事","きじ","n","기사","meaning_to_japanese","2"
"記事","きじ","n","기사","japanese_to_meaning","2"
"季節","きせつ","n","계절","reading","2"
"季節","きせつ","n","계절","meaning_to_japanese","2"
"季節","きせつ","n","계절","japanese_to_meaning","2"
"基礎","きそ","n","기초","reading","2"
"基礎","きそ","n","기초","meaning_to_japanese","2"
"基礎","きそ","n","기초","japanese_to_meaning","2"
"企業","きぎょう","n","기업","reading","2"
"企業","きぎょう","n","기업","meaning_to_japanese","2"
"企業","きぎょう","n","기업","japanese_to_meaning","2"
"機能","きのう","n","기능","reading","2"
"機能","きのう","n","기능","meaning_to_japanese","2"
"機能","きのう","n","기능","japanese_to_meaning","2"
"給料","きゅうりょう","n","급료","reading","2"
"給料","きゅうりょう","n","급료","meaning_to_japanese","2"
"給料","きゅうりょう","n","급료","japanese_to_meaning","2"
"協会","きょうかい","n","협회","reading","2"
"協会","きょうかい","n","협회","meaning_to_japanese","2"
"協会","きょうかい","n","협회","japanese_to_meaning","2"
"共通","きょうつう","na-adj/n","공통","reading","2"
"共通","きょうつう","na-adj/n","공통","meaning_to_japanese","2"
"共通","きょうつう","na-adj/n","공통","japanese_to_meaning","2"
"競争","きょうそう","n/v","경쟁","reading","2"
"競争","きょうそう","n/v","경쟁","meaning_to_japanese","2"
"競争","きょうそう","n/v","경쟁","japanese_to_meaning","2"
"近所","きんじょ","n","근처","reading","2"
"近所","きんじょ","n","근처","meaning_to_japanese","2"
"近所","きんじょ","n","근처","japanese_to_meaning","2"
"具合","ぐあい","n","상태","reading","2"
"具合","ぐあい","n","상태","meaning_to_japanese","2"
"具合","ぐあい","n","상태","japanese_to_meaning","2"
"空想","くうそう","n/v","공상","reading","2"
"空想","くうそう","n/v","공상","meaning_to_japanese","2"
"空想","くうそう","n/v","공상","japanese_to_meaning","2"
"組合","くみあい","n","조합","reading","2"
"組合","くみあい","n","조합","meaning_to_japanese","2"
"組合","くみあい","n","조합","japanese_to_meaning","2"
"組織","そしき","n/v","조직","reading","2"
"組織","そしき","n/v","조직","meaning_to_japanese","2"
"組織","そしき","n/v","조직","japanese_to_meaning","2"
"傾向","けいこう","n","경향","reading","2"
"傾向","けいこう","n","경향","meaning_to_japanese","2"
"傾向","けいこう","n","경향","japanese_to_meaning","2"
"芸術","げいじゅつ","n","예술","reading","2"
"芸術","げいじゅつ","n","예술","meaning_to_japanese","2"
"芸術","げいじゅつ","n","예술","japanese_to_meaning","2"
"芸能","げいのう","n","예능","reading","2"
"芸能","げいのう","n","예능","meaning_to_japanese","2"
"芸能","げいのう","n","예능","japanese_to_meaning","2"
"劇場","げきじょう","n","극장","reading","2"
"劇場","げきじょう","n","극장","meaning_to_japanese","2"
"劇場","げきじょう","n","극장","japanese_to_meaning","2"
"現実","げんじつ","n","현실","reading","2"
"現実","げんじつ","n","현실","meaning_to_japanese","2"
"現実","げんじつ","n","현실","japanese_to_meaning","2"
"現代","げんだい","n","현대","reading","2"
"現代","げんだい","n","현대","meaning_to_japanese","2"
"現代","げんだい","n","현대","japanese_to_meaning","2"
"現象","げんしょう","n","현상","reading","2"
"現象","げんしょう","n","현상","meaning_to_japanese","2"
"現象","げんしょう","n","현상","japanese_to_meaning","2"
"呼吸","こきゅう","n/v","호흡","reading","2"
"呼吸","こきゅう","n/v","호흡","meaning_to_japanese","2"
"呼吸","こきゅう","n/v","호흡","japanese_to_meaning","2"
"克服","こくふく","n/v","극복","reading","2"
"克服","こくふく","n/v","극복","meaning_to_japanese","2"
"克服","こくふく","n/v","극복","japanese_to_meaning","2"
"故障","こしょう","n/v","고장","reading","2"
"故障","こしょう","n/v","고장","meaning_to_japanese","2"
"故障","こしょう","n/v","고장","japanese_to_meaning","2"
"個性","こせい","n","개성","reading","2"
"個性","こせい","n","개성","meaning_to_japanese","2"
"個性","こせい","n","개성","japanese_to_meaning","2"
"個別","こべつ","na-adj/n","개별","reading","2"
"個別","こべつ","na-adj/n","개별","meaning_to_japanese","2"
"個別","こべつ","na-adj/n","개별","japanese_to_meaning","2"
"雇用","こよう","n/v","고용","reading","2"
"雇用","こよう","n/v","고용","meaning_to_japanese","2"
"雇用","こよう","n/v","고용","japanese_to_meaning","2"
"昆虫","こんちゅう","n","곤충","reading","2"
"昆虫","こんちゅう","n","곤충","meaning_to_japanese","2"
"昆虫","こんちゅう","n","곤충","japanese_to_meaning","2"
"材料","ざいりょう","n","재료","reading","2"
"材料","ざいりょう","n","재료","meaning_to_japanese","2"
"材料","ざいりょう","n","재료","japanese_to_meaning","2"
"作品","さくひん","n","작품","reading","2"
"作品","さくひん","n","작품","meaning_to_japanese","2"
"作品","さくひん","n","작품","japanese_to_meaning","2"
"作家","さっか","n","작가","reading","2"
"作家","さっか","n","작가","meaning_to_japanese","2"
"作家","さっか","n","작가","japanese_to_meaning","2"
"産地","さんち","n","산지","reading","2"
"産地","さんち","n","산지","meaning_to_japanese","2"
"産地","さんち","n","산지","japanese_to_meaning","2"
"詩人","しじん","n","시인","reading","2"
"詩人","しじん","n","시인","meaning_to_japanese","2"
"詩人","しじん","n","시인","japanese_to_meaning","2"
"施設","しせつ","n","시설","reading","2"
"施設","しせつ","n","시설","meaning_to_japanese","2"
"施設","しせつ","n","시설","japanese_to_meaning","2"
"実際","じっさい","na-adj/adv","실제","reading","2"
"実際","じっさい","na-adj/adv","실제","meaning_to_japanese","2"
"実際","じっさい","na-adj/adv","실제","japanese_to_meaning","2"
"実現","じつげん","n/v","실현","reading","2"
"実現","じつげん","n/v","실현","meaning_to_japanese","2"
"実現","じつげん","n/v","실현","japanese_to_meaning","2"
"自身","じしん","n","자신","reading","2"
"自身","じしん","n","자신","meaning_to_japanese","2"
"自身","じしん","n","자신","japanese_to_meaning","2"
"児童","じどう","n","아동","reading","2"
"児童","じどう","n","아동","meaning_to_japanese","2"
"児童","じどう","n","아동","japanese_to_meaning","2"
"自慢","じまん","n/v","자랑","reading","2"
"自慢","じまん","n/v","자랑","meaning_to_japanese","2"
"自慢","じまん","n/v","자랑","japanese_to_meaning","2"
"社員","しゃいん","n","사원","reading","2"
"社員","しゃいん","n","사원","meaning_to_japanese","2"
"社員","しゃいん","n","사원","japanese_to_meaning","2"
"取材","しゅざい","n/v","취재","reading","2"
"取材","しゅざい","n/v","취재","meaning_to_japanese","2"
"取材","しゅざい","n/v","취재","japanese_to_meaning","2"
"就職","しゅうしょく","n/v","취직","reading","2"
"就職","しゅうしょく","n/v","취직","meaning_to_japanese","2"
"就職","しゅうしょく","n/v","취직","japanese_to_meaning","2"
"集中","しゅうちゅう","n/v","집중","reading","2"
"集中","しゅうちゅう","n/v","집중","meaning_to_japanese","2"
"集中","しゅうちゅう","n/v","집중","japanese_to_meaning","2"
"習慣","しゅうかん","n","습관","reading","2"
"習慣","しゅうかん","n","습관","meaning_to_japanese","2"
"習慣","しゅうかん","n","습관","japanese_to_meaning","2"
"修理","しゅうり","n/v","수리","reading","2"
"修理","しゅうり","n/v","수리","meaning_to_japanese","2"
"修理","しゅうり","n/v","수리","japanese_to_meaning","2"
"集合","しゅうごう","n/v","집합","reading","2"
"集合","しゅうごう","n/v","집합","meaning_to_japanese","2"
"集合","しゅうごう","n/v","집합","japanese_to_meaning","2"
"出版","しゅっぱん","n/v","출판","reading","2"
"出版","しゅっぱん","n/v","출판","meaning_to_japanese","2"
"出版","しゅっぱん","n/v","출판","japanese_to_meaning","2"
"主張","しゅちょう","n/v","주장","reading","2"
"主張","しゅちょう","n/v","주장","meaning_to_japanese","2"
"主張","しゅちょう","n/v","주장","japanese_to_meaning","2"
"承知","しょうち","n/v","승낙","reading","2"
"承知","しょうち","n/v","승낙","meaning_to_japanese","2"
"承知","しょうち","n/v","승낙","japanese_to_meaning","2"
"条件","じょうけん","n","조건","reading","2"
"条件","じょうけん","n","조건","meaning_to_japanese","2"
"条件","じょうけん","n","조건","japanese_to_meaning","2"
"状況","じょうきょう","n","상황","reading","2"
"状況","じょうきょう","n","상황","meaning_to_japanese","2"
"状況","じょうきょう","n","상황","japanese_to_meaning","2"
"状態","じょうたい","n","상태","reading","2"
"状態","じょうたい","n","상태","meaning_to_japanese","2"
"状態","じょうたい","n","상태","japanese_to_meaning","2"
"情報","じょうほう","n","정보","reading","2"
"情報","じょうほう","n","정보","meaning_to_japanese","2"
"情報","じょうほう","n","정보","japanese_to_meaning","2"
"職業","しょくぎょう","n","직업","reading","2"
"職業","しょくぎょう","n","직업","meaning_to_japanese","2"
"職業","しょくぎょう","n","직업","japanese_to_meaning","2"
"食品","しょくひん","n","식품","reading","2"
"食品","しょくひん","n","식품","meaning_to_japanese","2"
"食品","しょくひん","n","식품","japanese_to_meaning","2"
"処理","しょり","n/v","처리","reading","2"
"処理","しょり","n/v","처리","meaning_to_japanese","2"
"処理","しょり","n/v","처리","japanese_to_meaning","2"
"信号","しんごう","n","신호","reading","2"
"信号","しんごう","n","신호","meaning_to_japanese","2"
"信号","しんごう","n","신호","japanese_to_meaning","2"
"新鮮","しんせん","na-adj","신선한","reading","2"
"新鮮","しんせん","na-adj","신선한","meaning_to_japanese","2"
"新鮮","しんせん","na-adj","신선한","japanese_to_meaning","2"
"進学","しんがく","n/v","진학","reading","2"
"進学","しんがく","n/v","진학","meaning_to_japanese","2"
"進学","しんがく","n/v","진학","japanese_to_meaning","2"
"人口","じんこう","n","인구","reading","2"
"人口","じんこう","n","인구","meaning_to_japanese","2"
"人口","じんこう","n","인구","japanese_to_meaning","2"
"人工","じんこう","n","인공","reading","2"
"人工","じんこう","n","인공","meaning_to_japanese","2"
"人工","じんこう","n","인공","japanese_to_meaning","2"
"人物","じんぶつ","n","인물","reading","2"
"人物","じんぶつ","n","인물","meaning_to_japanese","2"
"人物","じんぶつ","n","인물","japanese_to_meaning","2"
"水準","すいじゅん","n","수준","reading","2"
"水準","すいじゅん","n","수준","meaning_to_japanese","2"
"水準","すいじゅん","n","수준","japanese_to_meaning","2"
"推薦","すいせん","n/v","추천","reading","2"
"推薦","すいせん","n/v","추천","meaning_to_japanese","2"
"推薦","すいせん","n/v","추천","japanese_to_meaning","2"
"成長","せいちょう","n/v","성장","reading","2"
"成長","せいちょう","n/v","성장","meaning_to_japanese","2"
"成長","せいちょう","n/v","성장","japanese_to_meaning","2"
"政府","せいふ","n","정부","reading","2"
"政府","せいふ","n","정부","meaning_to_japanese","2"
"政府","せいふ","n","정부","japanese_to_meaning","2"
"製品","せいひん","n","제품","reading","2"
"製品","せいひん","n","제품","meaning_to_japanese","2"
"製品","せいひん","n","제품","japanese_to_meaning","2"
"制度","せいど","n","제도","reading","2"
"制度","せいど","n","제도","meaning_to_japanese","2"
"制度","せいど","n","제도","japanese_to_meaning","2"
"積極的","せっきょくてき","na-adj","적극적인","reading","2"
"積極的","せっきょくてき","na-adj","적극적인","meaning_to_japanese","2"
"積極的","せっきょくてき","na-adj","적극적인","japanese_to_meaning","2"
"節約","せつやく","n/v","절약","reading","2"
"節約","せつやく","n/v","절약","meaning_to_japanese","2"
"節約","せつやく","n/v","절약","japanese_to_meaning","2"
"説明","せつめい","n/v","설명","reading","2"
"説明","せつめい","n/v","설명","meaning_to_japanese","2"
"説明","せつめい","n/v","설명","japanese_to_meaning","2"
"世代","せだい","n","세대","reading","2"
"世代","せだい","n","세대","meaning_to_japanese","2"
"世代","せだい","n","세대","japanese_to_meaning","2"
"設備","せつび","n","설비","reading","2"
"設備","せつび","n","설비","meaning_to_japanese","2"
"設備","せつび","n","설비","japanese_to_meaning","2"
"相当","そうとう","na-adj/adv","상당한","reading","2"
"相当","そうとう","na-adj/adv","상당한","meaning_to_japanese","2"
"相当","そうとう","na-adj/adv","상당한","japanese_to_meaning","2"
"即座","そくざ","na-adj/adv","즉시","reading","2"
"即座","そくざ","na-adj/adv","즉시","meaning_to_japanese","2"
"即座","そくざ","na-adj/adv","즉시","japanese_to_meaning","2"
"速度","そくど","n","속도","reading","2"
"速度","そくど","n","속도","meaning_to_japanese","2"
"速度","そくど","n","속도","japanese_to_meaning","2"
"組み合わせ","くみあわせ","n","조합","reading","2"
"組み合わせ","くみあわせ","n","조합","meaning_to_japanese","2"
"組み合わせ","くみあわせ","n","조합","japanese_to_meaning","2"
